product_id,category,primary_materials,length_cm,width_cm,height_cm,weight_kg,region,season,complexity_score,labour_hours,artisan_hourly_wage_inr,raw_material_cost_inr,calculated_cost_floor_inr,historical_sale_price_inr
CRAFT-1477,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",34.3,38.2,32.8,7.01,"Dumka, Jharkhand",Monsoon,8,17,90,1037.37,2567,4732
CRAFT-1478,Dokra bell metal,"Brass, Bell metal, Beeswax",5.5,16.7,28.3,2.95,"Dumka, Jharkhand",Off-season,8,54,120,1305.79,7786,15061
CRAFT-1479,Bamboo & cane,"Bamboo, Cane, Natural fibers",44.2,26.1,10.4,1.8,"Kondagaon, Chhattisgarh",Wedding,2,5,90,119.25,569,1089
CRAFT-1480,Bamboo & cane,"Bamboo, Cane, Natural fibers",50.8,33.7,17.4,0.35,"Kondagaon, Chhattisgarh",Wedding,7,4,120,57.94,538,1127
CRAFT-1481,Tribal handloom,"Cotton, Silk, Organic dyes",232.1,111.8,0.4,0.55,"Dumka, Jharkhand",Off-season,9,44,100,2212.29,6612,12918
CRAFT-1482,Terracotta clay,"Natural clay, Natural colors",15.9,32.1,24.3,4.11,"Dumka, Jharkhand",Off-season,7,10,100,399.12,1399,2253
CRAFT-1483,Dokra bell metal,"Brass, Bell metal, Beeswax",29.3,12.0,35.4,0.72,"Kondagaon, Chhattisgarh",Off-season,8,43,120,702.33,5862,10146
CRAFT-1484,Bamboo & cane,"Bamboo, Cane, Natural fibers",78.3,42.7,34.8,2.83,"Mandla, Madhya Pradesh",Festive,5,4,75,71.28,371,701
CRAFT-1485,Tribal handloom,"Cotton, Silk, Organic dyes",140.3,57.1,0.2,0.48,"Dumka, Jharkhand",Monsoon,8,46,100,2443.46,7043,12440
CRAFT-1486,Tribal handloom,"Cotton, Silk, Organic dyes",245.2,80.8,0.2,1.26,"Kondagaon, Chhattisgarh",Festive,9,21,75,1085.13,2660,5635
CRAFT-1487,Dokra bell metal,"Brass, Bell metal, Beeswax",11.4,10.3,30.2,0.72,"Bastar, Chhattisgarh",Wedding,7,49,90,552.61,4963,10902
CRAFT-1488,Terracotta clay,"Natural clay, Natural colors",14.4,20.3,53.2,1.2,"Dumka, Jharkhand",Monsoon,7,8,120,106.48,1066,1919
CRAFT-1489,Bamboo & cane,"Bamboo, Cane, Natural fibers",66.3,15.5,25.3,1.62,"Mandla, Madhya Pradesh",Wedding,6,15,60,86.02,986,1866
CRAFT-1490,Tribal handloom,"Cotton, Silk, Organic dyes",141.0,84.1,0.1,0.85,"Kondagaon, Chhattisgarh",Monsoon,5,67,75,1043.57,6069,10436
CRAFT-1491,Dokra bell metal,"Brass, Bell metal, Beeswax",16.5,15.9,27.2,2.84,"Bastar, Chhattisgarh",Monsoon,8,37,60,1232.46,3452,6525
CRAFT-1492,Tribal handloom,"Cotton, Silk, Organic dyes",147.1,87.7,0.4,1.49,"Bastar, Chhattisgarh",Off-season,6,71,120,2267.99,10788,17720
CRAFT-1493,Dokra bell metal,"Brass, Bell metal, Beeswax",23.5,12.4,24.5,3.43,"Dumka, Jharkhand",Off-season,10,23,75,733.68,2459,4778
CRAFT-1494,Terracotta clay,"Natural clay, Natural colors",22.2,19.8,32.7,3.93,"Bastar, Chhattisgarh",Wedding,7,13,120,120.32,1680,3640
CRAFT-1495,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",59.2,35.8,21.5,5.97,"Kondagaon, Chhattisgarh",Wedding,9,28,90,572.17,3092,7808
CRAFT-1496,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",31.3,32.8,19.3,3.51,"Mandla, Madhya Pradesh",Festive,5,36,60,418.71,2579,4581
CRAFT-1497,Dokra bell metal,"Brass, Bell metal, Beeswax",28.2,19.5,27.1,1.0,"Kondagaon, Chhattisgarh",Off-season,7,24,90,749.46,2909,5635
CRAFT-1498,Terracotta clay,"Natural clay, Natural colors",21.0,12.6,37.8,4.3,"Dumka, Jharkhand",Monsoon,4,13,100,334.7,1635,2253
CRAFT-1499,Tribal handloom,"Cotton, Silk, Organic dyes",132.7,111.2,0.2,0.62,"Dumka, Jharkhand",Festive,5,45,120,401.37,5801,12565
CRAFT-1500,Dokra bell metal,"Brass, Bell metal, Beeswax",24.8,14.4,32.5,1.03,"Mandla, Madhya Pradesh",Monsoon,9,35,120,849.99,5050,9222
CRAFT-1501,Bamboo & cane,"Bamboo, Cane, Natural fibers",74.5,11.6,15.2,0.78,"Bastar, Chhattisgarh",Monsoon,7,12,90,109.54,1190,2155
CRAFT-1502,Bamboo & cane,"Bamboo, Cane, Natural fibers",42.8,28.7,31.6,0.63,"Dumka, Jharkhand",Off-season,5,15,75,171.82,1297,2023
CRAFT-1503,Tribal handloom,"Cotton, Silk, Organic dyes",224.1,61.9,0.1,0.55,"Mandla, Madhya Pradesh",Wedding,7,41,120,1114.86,6035,13620
CRAFT-1504,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",69.2,46.4,35.5,5.51,"Kondagaon, Chhattisgarh",Monsoon,6,13,60,250.24,1030,1414
CRAFT-1505,Bamboo & cane,"Bamboo, Cane, Natural fibers",68.7,16.4,5.9,1.46,"Dumka, Jharkhand",Festive,2,15,75,109.37,1234,2093
CRAFT-1506,Tribal handloom,"Cotton, Silk, Organic dyes",208.7,57.8,0.3,0.64,"Dumka, Jharkhand",Festive,8,32,75,764.34,3164,6593
CRAFT-1507,Dokra bell metal,"Brass, Bell metal, Beeswax",23.8,6.9,33.2,1.33,"Kondagaon, Chhattisgarh",Wedding,6,56,90,1112.87,6153,13437
CRAFT-1508,Dokra bell metal,"Brass, Bell metal, Beeswax",28.2,10.8,12.0,0.57,"Bastar, Chhattisgarh",Wedding,7,18,100,1292.23,3092,6309
CRAFT-1509,Dokra bell metal,"Brass, Bell metal, Beeswax",13.6,5.5,38.8,2.84,"Kondagaon, Chhattisgarh",Monsoon,6,60,60,1419.85,5020,8387
CRAFT-1510,Bamboo & cane,"Bamboo, Cane, Natural fibers",52.8,37.1,16.1,2.57,"Kondagaon, Chhattisgarh",Monsoon,2,4,120,286.79,767,1128
CRAFT-1511,Terracotta clay,"Natural clay, Natural colors",18.4,38.9,10.5,3.72,"Dumka, Jharkhand",Festive,3,15,60,306.0,1206,2323
CRAFT-1512,Tribal handloom,"Cotton, Silk, Organic dyes",248.5,71.8,0.2,0.39,"Kondagaon, Chhattisgarh",Monsoon,5,34,100,1329.88,4730,7684
CRAFT-1513,Bamboo & cane,"Bamboo, Cane, Natural fibers",75.5,17.4,18.0,2.8,"Bastar, Chhattisgarh",Festive,4,7,90,65.45,695,1168
CRAFT-1514,Terracotta clay,"Natural clay, Natural colors",14.9,27.9,17.5,4.86,"Dumka, Jharkhand",Off-season,8,9,60,222.95,763,1376
CRAFT-1515,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",73.0,40.0,47.7,6.2,"Bastar, Chhattisgarh",Off-season,7,32,75,1104.36,3504,6008
CRAFT-1516,Terracotta clay,"Natural clay, Natural colors",32.7,11.7,10.3,1.46,"Dumka, Jharkhand",Monsoon,4,7,60,292.33,712,1142
CRAFT-1517,Terracotta clay,"Natural clay, Natural colors",36.9,37.3,25.7,3.61,"Bastar, Chhattisgarh",Monsoon,5,18,90,166.92,1787,2692
CRAFT-1518,Terracotta clay,"Natural clay, Natural colors",15.5,20.3,31.5,4.24,"Kondagaon, Chhattisgarh",Wedding,8,7,75,118.37,643,1337
CRAFT-1519,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",59.4,22.0,39.8,4.9,"Mandla, Madhya Pradesh",Festive,9,29,75,364.41,2539,5376
CRAFT-1520,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",63.7,46.1,27.2,7.6,"Kondagaon, Chhattisgarh",Monsoon,6,13,75,858.66,1834,3410
CRAFT-1521,Tribal handloom,"Cotton, Silk, Organic dyes",198.6,112.9,0.3,0.69,"Dumka, Jharkhand",Festive,6,51,120,422.7,6543,15034
CRAFT-1522,Bamboo & cane,"Bamboo, Cane, Natural fibers",66.1,14.2,25.2,1.5,"Bastar, Chhattisgarh",Wedding,4,4,100,79.68,480,1059
CRAFT-1523,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",22.6,36.3,36.6,1.93,"Dumka, Jharkhand",Wedding,8,21,100,372.52,2473,5638
CRAFT-1524,Bamboo & cane,"Bamboo, Cane, Natural fibers",30.7,47.5,33.7,2.95,"Bastar, Chhattisgarh",Festive,2,6,75,114.92,565,959
CRAFT-1525,Bamboo & cane,"Bamboo, Cane, Natural fibers",13.5,12.1,29.2,1.48,"Bastar, Chhattisgarh",Monsoon,6,6,120,106.63,827,1368
CRAFT-1526,Tribal handloom,"Cotton, Silk, Organic dyes",137.9,90.4,0.2,1.29,"Dumka, Jharkhand",Monsoon,5,60,120,2123.46,9323,14111
CRAFT-1527,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",84.5,23.1,20.5,1.76,"Kondagaon, Chhattisgarh",Wedding,4,29,60,666.69,2407,4175
CRAFT-1528,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",87.3,18.8,29.0,8.28,"Kondagaon, Chhattisgarh",Off-season,8,30,100,1023.62,4024,6485
CRAFT-1529,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",94.6,14.7,56.7,7.15,"Bastar, Chhattisgarh",Wedding,9,37,75,731.57,3507,7050
CRAFT-1530,Bamboo & cane,"Bamboo, Cane, Natural fibers",43.3,26.3,10.6,2.04,"Kondagaon, Chhattisgarh",Festive,5,3,100,292.79,593,1150
CRAFT-1531,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",53.4,14.7,40.6,9.45,"Bastar, Chhattisgarh",Wedding,9,21,60,861.78,2122,4430
CRAFT-1532,Bamboo & cane,"Bamboo, Cane, Natural fibers",34.8,32.0,19.1,2.53,"Kondagaon, Chhattisgarh",Festive,3,9,90,253.67,1064,1817
CRAFT-1533,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",28.5,24.2,30.7,7.08,"Mandla, Madhya Pradesh",Off-season,6,18,90,858.16,2478,3692
CRAFT-1534,Bamboo & cane,"Bamboo, Cane, Natural fibers",37.7,17.3,10.5,2.52,"Bastar, Chhattisgarh",Wedding,5,6,120,60.48,780,1384
CRAFT-1535,Bamboo & cane,"Bamboo, Cane, Natural fibers",45.2,39.3,38.5,0.82,"Mandla, Madhya Pradesh",Festive,5,9,120,271.55,1352,2910
CRAFT-1536,Dokra bell metal,"Brass, Bell metal, Beeswax",27.9,14.5,28.9,1.91,"Bastar, Chhattisgarh",Monsoon,10,25,90,1202.88,3453,6527
CRAFT-1537,Terracotta clay,"Natural clay, Natural colors",31.9,34.7,17.3,4.25,"Mandla, Madhya Pradesh",Festive,7,8,75,252.89,853,2095
CRAFT-1538,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",54.5,25.2,55.8,3.26,"Bastar, Chhattisgarh",Festive,4,25,60,1044.21,2544,4285
CRAFT-1539,Tribal handloom,"Cotton, Silk, Organic dyes",186.0,72.8,0.1,0.63,"Mandla, Madhya Pradesh",Monsoon,6,31,60,413.4,2273,4240
CRAFT-1540,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",97.3,25.8,46.4,4.11,"Dumka, Jharkhand",Off-season,6,25,100,871.09,3371,6006
CRAFT-1541,Dokra bell metal,"Brass, Bell metal, Beeswax",24.6,9.0,39.7,0.59,"Mandla, Madhya Pradesh",Festive,10,38,60,1024.23,3304,8210
CRAFT-1542,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",75.0,14.8,56.9,2.63,"Bastar, Chhattisgarh",Off-season,5,43,60,822.75,3403,5341
CRAFT-1543,Tribal handloom,"Cotton, Silk, Organic dyes",162.6,61.2,0.2,0.8,"Bastar, Chhattisgarh",Monsoon,7,69,90,1990.29,8200,14084
CRAFT-1544,Dokra bell metal,"Brass, Bell metal, Beeswax",7.1,10.9,13.0,0.56,"Bastar, Chhattisgarh",Monsoon,6,38,75,1094.06,3944,6638
CRAFT-1545,Dokra bell metal,"Brass, Bell metal, Beeswax",5.6,17.5,39.2,0.97,"Mandla, Madhya Pradesh",Off-season,9,38,120,577.77,5138,10080
CRAFT-1546,Tribal handloom,"Cotton, Silk, Organic dyes",239.0,79.4,0.1,0.35,"Kondagaon, Chhattisgarh",Off-season,6,20,100,1605.29,3605,5984
CRAFT-1547,Bamboo & cane,"Bamboo, Cane, Natural fibers",10.8,41.5,15.7,0.31,"Kondagaon, Chhattisgarh",Wedding,7,15,60,197.09,1097,2216
CRAFT-1548,Dokra bell metal,"Brass, Bell metal, Beeswax",29.3,13.2,18.3,2.98,"Bastar, Chhattisgarh",Monsoon,8,21,75,625.79,2201,4512
CRAFT-1549,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",24.0,27.0,51.6,8.25,"Kondagaon, Chhattisgarh",Monsoon,7,13,75,424.32,1399,2074
CRAFT-1550,Dokra bell metal,"Brass, Bell metal, Beeswax",25.4,19.0,12.9,2.08,"Bastar, Chhattisgarh",Festive,7,48,100,704.95,5505,10643
CRAFT-1551,Dokra bell metal,"Brass, Bell metal, Beeswax",13.4,10.9,25.9,1.06,"Dumka, Jharkhand",Festive,10,21,120,986.4,3506,8543
CRAFT-1552,Terracotta clay,"Natural clay, Natural colors",32.8,14.6,17.5,1.71,"Dumka, Jharkhand",Festive,7,6,100,195.54,796,1613
CRAFT-1553,Terracotta clay,"Natural clay, Natural colors",11.0,21.8,44.9,1.37,"Kondagaon, Chhattisgarh",Wedding,5,15,100,285.28,1785,3340
CRAFT-1554,Dokra bell metal,"Brass, Bell metal, Beeswax",27.2,18.4,18.9,1.3,"Mandla, Madhya Pradesh",Monsoon,8,29,60,793.56,2534,4585
CRAFT-1555,Terracotta clay,"Natural clay, Natural colors",30.2,34.7,29.8,1.2,"Kondagaon, Chhattisgarh",Festive,4,8,75,316.14,916,1710
CRAFT-1556,Tribal handloom,"Cotton, Silk, Organic dyes",200.7,68.9,0.1,1.49,"Dumka, Jharkhand",Wedding,8,27,120,728.02,3968,9938
CRAFT-1557,Dokra bell metal,"Brass, Bell metal, Beeswax",26.7,9.3,24.0,2.67,"Kondagaon, Chhattisgarh",Monsoon,8,44,90,793.43,4753,9306
CRAFT-1558,Bamboo & cane,"Bamboo, Cane, Natural fibers",33.1,32.6,34.8,0.76,"Bastar, Chhattisgarh",Off-season,7,6,120,283.61,1004,1848
CRAFT-1559,Bamboo & cane,"Bamboo, Cane, Natural fibers",64.6,10.6,33.6,0.31,"Kondagaon, Chhattisgarh",Wedding,3,3,75,272.48,497,1043
CRAFT-1560,Dokra bell metal,"Brass, Bell metal, Beeswax",12.4,8.2,33.0,1.39,"Dumka, Jharkhand",Festive,8,31,75,1338.67,3664,7698
CRAFT-1561,Bamboo & cane,"Bamboo, Cane, Natural fibers",32.7,37.1,25.8,1.89,"Dumka, Jharkhand",Monsoon,6,13,120,220.63,1781,3124
CRAFT-1562,Terracotta clay,"Natural clay, Natural colors",22.9,18.3,48.4,1.52,"Bastar, Chhattisgarh",Monsoon,3,9,60,301.55,842,1273
CRAFT-1563,Bamboo & cane,"Bamboo, Cane, Natural fibers",25.3,12.4,9.6,1.9,"Bastar, Chhattisgarh",Off-season,3,5,100,262.36,762,1072
CRAFT-1564,Dokra bell metal,"Brass, Bell metal, Beeswax",23.4,10.1,24.4,3.75,"Bastar, Chhattisgarh",Wedding,6,16,60,698.37,1658,3161
CRAFT-1565,Terracotta clay,"Natural clay, Natural colors",26.4,15.2,24.8,3.49,"Dumka, Jharkhand",Off-season,3,15,60,388.9,1289,1922
CRAFT-1566,Bamboo & cane,"Bamboo, Cane, Natural fibers",72.3,33.1,24.7,1.6,"Dumka, Jharkhand",Festive,3,11,100,67.35,1167,1762
CRAFT-1567,Tribal handloom,"Cotton, Silk, Organic dyes",237.6,78.5,0.2,1.16,"Dumka, Jharkhand",Festive,8,63,100,1016.04,7316,16910
CRAFT-1568,Terracotta clay,"Natural clay, Natural colors",30.9,37.0,49.6,3.54,"Mandla, Madhya Pradesh",Off-season,4,13,90,297.48,1467,2383
CRAFT-1569,Tribal handloom,"Cotton, Silk, Organic dyes",199.3,94.4,0.3,0.32,"Kondagaon, Chhattisgarh",Festive,9,59,120,1930.43,9010,18962
CRAFT-1570,Terracotta clay,"Natural clay, Natural colors",30.0,26.7,27.1,1.11,"Mandla, Madhya Pradesh",Monsoon,6,20,60,110.21,1310,2388
CRAFT-1571,Bamboo & cane,"Bamboo, Cane, Natural fibers",17.2,26.1,30.5,2.38,"Mandla, Madhya Pradesh",Monsoon,3,8,75,79.55,680,944
CRAFT-1572,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",77.0,24.3,22.7,1.12,"Kondagaon, Chhattisgarh",Festive,7,32,100,740.3,3940,8916
CRAFT-1573,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",61.2,13.4,37.4,4.42,"Dumka, Jharkhand",Wedding,8,42,90,807.14,4587,10066
CRAFT-1574,Tribal handloom,"Cotton, Silk, Organic dyes",136.0,56.6,0.2,0.42,"Mandla, Madhya Pradesh",Off-season,5,40,120,771.48,5571,10641
CRAFT-1575,Terracotta clay,"Natural clay, Natural colors",36.2,39.9,39.1,4.16,"Bastar, Chhattisgarh",Wedding,3,20,120,184.62,2585,3903
CRAFT-1576,Dokra bell metal,"Brass, Bell metal, Beeswax",15.1,15.1,30.5,1.6,"Kondagaon, Chhattisgarh",Off-season,6,30,75,459.85,2710,4752
CRAFT-1577,Dokra bell metal,"Brass, Bell metal, Beeswax",22.3,15.5,32.6,3.56,"Bastar, Chhattisgarh",Off-season,10,39,90,899.95,4410,8534
CRAFT-1578,Terracotta clay,"Natural clay, Natural colors",28.6,15.6,11.3,1.78,"Kondagaon, Chhattisgarh",Off-season,7,15,90,221.77,1572,2772
CRAFT-1579,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",30.0,48.5,15.4,5.31,"Bastar, Chhattisgarh",Wedding,8,46,75,785.56,4236,9521
CRAFT-1580,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",26.9,12.3,15.3,6.27,"Kondagaon, Chhattisgarh",Monsoon,8,29,75,744.34,2919,5308
CRAFT-1581,Tribal handloom,"Cotton, Silk, Organic dyes",106.2,84.9,0.4,0.6,"Bastar, Chhattisgarh",Festive,5,34,120,1046.32,5126,10467
CRAFT-1582,Terracotta clay,"Natural clay, Natural colors",36.9,34.3,39.2,3.79,"Bastar, Chhattisgarh",Monsoon,3,15,120,196.74,1997,2859
CRAFT-1583,Terracotta clay,"Natural clay, Natural colors",31.1,26.7,27.9,4.6,"Kondagaon, Chhattisgarh",Wedding,8,10,90,86.7,987,2061
CRAFT-1584,Bamboo & cane,"Bamboo, Cane, Natural fibers",14.0,40.7,29.6,1.13,"Bastar, Chhattisgarh",Off-season,6,13,75,218.92,1194,1948
CRAFT-1585,Bamboo & cane,"Bamboo, Cane, Natural fibers",38.9,47.4,13.8,0.54,"Mandla, Madhya Pradesh",Festive,4,13,100,196.14,1496,3308
CRAFT-1586,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",50.2,12.5,27.0,5.55,"Bastar, Chhattisgarh",Wedding,6,30,75,361.92,2612,5149
CRAFT-1587,Terracotta clay,"Natural clay, Natural colors",13.5,36.5,30.7,2.24,"Dumka, Jharkhand",Monsoon,8,15,75,291.1,1416,2332
CRAFT-1588,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",71.9,12.5,50.7,9.46,"Mandla, Madhya Pradesh",Off-season,9,47,75,848.77,4374,8959
CRAFT-1589,Tribal handloom,"Cotton, Silk, Organic dyes",190.3,90.7,0.3,0.71,"Mandla, Madhya Pradesh",Wedding,6,31,60,666.33,2526,4712
CRAFT-1590,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",33.0,39.4,20.4,1.53,"Dumka, Jharkhand",Festive,5,48,90,752.37,5072,10187
CRAFT-1591,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",47.6,42.1,37.0,1.71,"Kondagaon, Chhattisgarh",Festive,7,19,90,765.85,2476,5930
CRAFT-1592,Bamboo & cane,"Bamboo, Cane, Natural fibers",37.7,21.9,10.0,0.62,"Kondagaon, Chhattisgarh",Wedding,4,4,60,158.19,398,779
CRAFT-1593,Dokra bell metal,"Brass, Bell metal, Beeswax",25.7,6.2,24.3,2.71,"Dumka, Jharkhand",Festive,8,28,75,1294.38,3394,8417
CRAFT-1594,Bamboo & cane,"Bamboo, Cane, Natural fibers",29.4,47.6,9.4,2.65,"Mandla, Madhya Pradesh",Wedding,2,13,60,292.74,1073,1760
CRAFT-1595,Bamboo & cane,"Bamboo, Cane, Natural fibers",50.6,47.4,28.5,1.55,"Dumka, Jharkhand",Monsoon,7,8,75,252.42,852,1424
CRAFT-1596,Tribal handloom,"Cotton, Silk, Organic dyes",103.3,118.8,0.1,1.28,"Dumka, Jharkhand",Monsoon,7,54,100,988.7,6389,11421
CRAFT-1597,Bamboo & cane,"Bamboo, Cane, Natural fibers",36.7,12.2,26.0,2.73,"Dumka, Jharkhand",Off-season,3,9,60,145.8,686,927
CRAFT-1598,Bamboo & cane,"Bamboo, Cane, Natural fibers",41.0,11.9,33.7,2.51,"Mandla, Madhya Pradesh",Festive,4,6,60,197.0,557,1025
CRAFT-1599,Bamboo & cane,"Bamboo, Cane, Natural fibers",67.8,35.3,32.5,1.88,"Mandla, Madhya Pradesh",Off-season,5,4,60,153.54,394,746
CRAFT-1600,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",63.3,34.2,21.0,6.63,"Bastar, Chhattisgarh",Wedding,8,49,100,771.61,5672,11690
CRAFT-1601,Bamboo & cane,"Bamboo, Cane, Natural fibers",63.5,30.9,12.9,2.07,"Dumka, Jharkhand",Off-season,6,8,75,70.03,670,1085
CRAFT-1602,Bamboo & cane,"Bamboo, Cane, Natural fibers",21.4,17.4,12.1,1.28,"Bastar, Chhattisgarh",Wedding,3,5,100,62.79,563,844
CRAFT-1603,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",50.6,43.6,17.3,5.55,"Mandla, Madhya Pradesh",Wedding,6,25,60,262.04,1762,3602
CRAFT-1604,Bamboo & cane,"Bamboo, Cane, Natural fibers",50.2,32.6,35.7,1.76,"Dumka, Jharkhand",Monsoon,3,2,90,289.95,470,645
CRAFT-1605,Bamboo & cane,"Bamboo, Cane, Natural fibers",55.2,11.8,38.1,2.56,"Dumka, Jharkhand",Festive,4,15,120,124.15,1924,3077
CRAFT-1606,Tribal handloom,"Cotton, Silk, Organic dyes",125.5,58.9,0.1,0.92,"Kondagaon, Chhattisgarh",Festive,5,33,75,916.28,3391,6739
CRAFT-1607,Dokra bell metal,"Brass, Bell metal, Beeswax",6.9,5.1,30.1,2.75,"Bastar, Chhattisgarh",Monsoon,6,34,100,792.95,4193,6327
CRAFT-1608,Tribal handloom,"Cotton, Silk, Organic dyes",162.3,51.7,0.2,0.51,"Dumka, Jharkhand",Wedding,5,61,120,606.69,7927,18160
CRAFT-1609,Tribal handloom,"Cotton, Silk, Organic dyes",147.3,77.5,0.2,0.42,"Kondagaon, Chhattisgarh",Wedding,8,43,75,775.97,4001,9566
CRAFT-1610,Tribal handloom,"Cotton, Silk, Organic dyes",201.6,88.3,0.3,1.41,"Bastar, Chhattisgarh",Wedding,8,49,90,552.74,4963,10975
CRAFT-1611,Terracotta clay,"Natural clay, Natural colors",39.8,17.2,53.7,4.24,"Mandla, Madhya Pradesh",Festive,4,8,60,151.89,632,1123
CRAFT-1612,Dokra bell metal,"Brass, Bell metal, Beeswax",15.2,19.7,15.4,3.3,"Dumka, Jharkhand",Off-season,10,18,100,701.03,2501,5539
CRAFT-1613,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",86.6,42.2,53.3,1.54,"Dumka, Jharkhand",Monsoon,8,25,100,892.05,3392,5228
CRAFT-1614,Dokra bell metal,"Brass, Bell metal, Beeswax",15.4,13.2,22.1,2.32,"Bastar, Chhattisgarh",Monsoon,6,47,120,1495.83,7136,10640
CRAFT-1615,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",30.6,16.3,57.5,8.92,"Kondagaon, Chhattisgarh",Festive,7,21,75,1107.04,2682,6709
CRAFT-1616,Terracotta clay,"Natural clay, Natural colors",16.2,20.7,43.5,2.68,"Kondagaon, Chhattisgarh",Off-season,3,18,60,213.88,1294,2020
CRAFT-1617,Tribal handloom,"Cotton, Silk, Organic dyes",124.2,83.0,0.3,0.98,"Kondagaon, Chhattisgarh",Off-season,9,36,90,841.23,4081,8815
CRAFT-1618,Bamboo & cane,"Bamboo, Cane, Natural fibers",11.8,24.2,32.3,1.78,"Bastar, Chhattisgarh",Monsoon,6,8,120,115.29,1075,2018
CRAFT-1619,Dokra bell metal,"Brass, Bell metal, Beeswax",23.4,14.2,24.6,0.97,"Mandla, Madhya Pradesh",Monsoon,6,59,120,613.6,7694,12992
CRAFT-1620,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",67.9,30.5,24.4,1.06,"Dumka, Jharkhand",Festive,7,19,75,696.24,2121,4413
CRAFT-1621,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",34.0,28.9,14.6,6.63,"Bastar, Chhattisgarh",Festive,8,16,90,750.53,2191,4724
CRAFT-1622,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",61.7,45.9,19.8,1.2,"Mandla, Madhya Pradesh",Monsoon,6,34,100,1061.66,4462,7743
CRAFT-1623,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",84.8,27.2,47.5,9.22,"Dumka, Jharkhand",Festive,5,27,100,772.12,3472,6624
CRAFT-1624,Terracotta clay,"Natural clay, Natural colors",18.1,16.0,22.3,1.88,"Dumka, Jharkhand",Festive,6,15,75,257.64,1383,3127
CRAFT-1625,Bamboo & cane,"Bamboo, Cane, Natural fibers",15.7,13.5,11.0,1.65,"Dumka, Jharkhand",Wedding,4,2,90,103.5,284,477
CRAFT-1626,Dokra bell metal,"Brass, Bell metal, Beeswax",15.0,17.2,10.4,2.77,"Mandla, Madhya Pradesh",Wedding,9,59,60,1102.65,4643,12411
CRAFT-1627,Terracotta clay,"Natural clay, Natural colors",29.9,30.4,56.6,4.99,"Kondagaon, Chhattisgarh",Wedding,8,19,90,310.45,2020,3912
CRAFT-1628,Dokra bell metal,"Brass, Bell metal, Beeswax",27.0,5.7,16.9,3.64,"Dumka, Jharkhand",Festive,7,43,75,607.43,3832,8401
CRAFT-1629,Tribal handloom,"Cotton, Silk, Organic dyes",135.9,103.1,0.4,0.68,"Dumka, Jharkhand",Wedding,5,52,75,1262.43,5162,9482
CRAFT-1630,Bamboo & cane,"Bamboo, Cane, Natural fibers",78.4,35.8,37.7,1.05,"Mandla, Madhya Pradesh",Monsoon,3,14,120,245.47,1925,2883
CRAFT-1631,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",73.7,39.2,38.8,2.86,"Bastar, Chhattisgarh",Off-season,5,22,60,704.46,2024,3121
CRAFT-1632,Terracotta clay,"Natural clay, Natural colors",22.8,29.4,47.3,1.55,"Bastar, Chhattisgarh",Monsoon,3,16,75,209.7,1410,2070
CRAFT-1633,Dokra bell metal,"Brass, Bell metal, Beeswax",27.7,10.6,32.5,3.64,"Mandla, Madhya Pradesh",Monsoon,10,40,60,1315.35,3715,6570
CRAFT-1634,Bamboo & cane,"Bamboo, Cane, Natural fibers",76.9,25.1,16.9,0.37,"Kondagaon, Chhattisgarh",Wedding,5,11,100,171.54,1272,2193
CRAFT-1635,Terracotta clay,"Natural clay, Natural colors",34.3,36.3,25.1,4.36,"Dumka, Jharkhand",Wedding,5,10,90,354.31,1254,2432
